"[마루] 카레돈까스덮밥, 어묵매운국, 만두야채무침, 꽃맛살메추리알샐러드, 쥬시쿨, 배추김치","[마루] (뚝)나물볶음밥&달걀후라이, 유부된장국, 멘치까스*참깨소스, 비엔나케찹볶음, 단무지치커리유자무침, 깍두기","[마루] (철판)치즈닭강정, 나가사끼짬뽕, 후리가케밥, 지마구, 치킨무, 요구르트, 배추김치","[마루] 오꼬노미스테이크덮밥, 모밀국수, 꽈배기, 락교*초생강, 푸딩, 깍두기","[마루] 차슈라멘, 후리가케밥, 야채튀김, 단무지, 미니붕어빵, 요구르트, 배추김치"
"[채움] (뚝)만두전골, 잡곡밥, 돈육김치볶음, 미역줄기게맛살볶음, 도토리묵&양념장, 배추김치","[채움] 김치순두부찌개, 잡곡밥, 메추리알장조림, 새송이호박볶음, 얼갈이된장나물, 깍두기","[채움] 단호박영양밥*부추양념장, 재첩국, 메밀전병, 파래김구이, 오이지무침, 배추김치","[채움] (뚝)등뼈감자탕, 잡곡밥, 오징어김치전, 잡채어묵조림, 콩나물부추무침, 배추김치","[채움] (뚝)참치김치찌개&당면사리, 잡곡밥, 햄전, 실치땅콩조림, 마늘쫑맛살볶음, 깍두기"
"[채움] 김치불고기필라프&달걀후라이, 우동국물, 치킨너겟샐러드&허니머스타드S, 연두부*양념장, 오복채락교무침, 깍두기","[채움] (뚝)닭감자매운조림, 잡곡밥, 쇠고기미역국, 너비아니구이&베이비채소, 돈나물*초고추장, 배추김치","[채움] (뚝)설렁탕&소면사리, 잡곡밥, 두부무조림, 돈육땅콩강정, 된장깻잎지, 깍두기","[채움] 짜계치(짜장덮밥+계란후라이+치즈), 달걀대파국, 유린기샐러드, 단무지, 배추김치","[채움] (뚝)콩비지찌개, 잡곡밥, 잡채, 감자채햄볶음, 숙주깻순나물, 깍두기"
"[마루] 왕새우튀김오므라이스, 우동국물, 미트볼스파게티, 후르츠마카로니샐러드, 와플*딸기잼, 요구르트, 배추김치","[마루] 날치알김치볶음밥&달걀후라이, 유부된장국, 생선까스*타르타르소스, (철판)콘치즈구이, 그린샐러드*키위D, 배추김치","[마루] 콩불야채비빔밥, 감자수제비국, 궁중떡볶이, 물만두찜*초간장, 단무지치커리무침, 배추김치","[마루] 해물팟타이, 치킨파인애플볶음밥, 우동국물, 지마구, 황도*후르츠칵테일, 깍두기","[마루] 잔치국수, 충무김밥&오징어무침, 너비아니구이*베이비채소, 아이스경단+요구르트, 배추김치"
"[채움] (뚝)제육고추장불고기, 잡곡밥, 건새우아욱된장국, 호박맛살볶음, 양배추쌈&쌈장, 배추김치","[채움] 영양닭죽, 미니꽁보리열무비빔밥, 얼큰콩나물국, 메밀전병, 오징어젓갈무침, 배추김치","[채움] (뚝)돈까스김치나베, 잡곡밥, 얼갈이된장국, 옛날소시지전, 만두야채무침, 배추김치","[채움] (뚝)설렁탕&소면사리, 잡곡밥, 순대야채볶음, 볼어묵조림, 얼갈이된장나물, 깍두기","[채움] (뚝)전주식콩나물해장국&달걀, 잡곡밥, 닭가슴살고추장조림, 감자채햄볶음, 연두부*양념장, 배추김치"
"[채움] 오징어볶음&소면사리, 잡곡밥, 쇠고기미역국, 동그랑땡전, 시래기멸치지짐, 깍두기","[채움] (뚝)부대찌개&라면사리, 잡곡밥, 야채달걀말이, 미트볼케찹조림, 브로콜리초회, 깍두기","[채움] 참치마요덮밥, 우동국물, 핫도그&케찹, 떡강정, 푸딩, 배추김치","[채움] (뚝)콩나물불고기, 잡곡밥, 근대된장국, 달걀찜, 깻잎지, 깍두기","[채움] (뚝)바지락순두부찌개&계란탁, 잡곡밥, 돈사태떡찜, 미역줄기맛살볶음, 마늘쫑양념무침, 깍두기"
"[마루] 얼큰짬뽕, 중국식달걀볶음밥&짜장소스, 사모사*춘권, 두부샐러드*참깨드레싱, 짜샤이무침, 배추김치","[마루] 참치회덮밥, 메밀국수, 야채튀김, 콘샐러드, 오복채&락교, 깍두기","[마루] (철판)치킨데리야끼스테이크, 추가밥, 크림스프, 웨지감자&케찹, 그린샐러드*블루베리D, 모닝빵*딸기잼, 배추김치","[마루] 그릴소시지플레이트, 국물파스타, 후리가케밥, 후르츠마카로니샐러드, 미니초코도너츠, 요구르트, 배추김치","[마루] 새우튀김카레라이스, 김치콩나물국, 핫도그&케찹, 단호박고구마범벅, 오징어젓갈무침, 깍두기"
"[채움] (뚝)닭감자조림, 잡곡밥, 얼갈이된장국, 생선까스&타르타르소스, 콩나물부추무침, 배추김치","[채움] (뚝)꽃게된장찌개, 잡곡밥, 돈육김치볶음*온두부, 건파래볶음, 숙주나물맛살무침, 깍두기","[채움] 사골떡만두국, 쌀밥, 잡채, 오징어김치전&메생이전, 진미채야채무침, 배추김치","[채움] 곤드레나물밥&양념장, (뚝)콩비지찌개, 너비아니구이*베이비채소, 연근흑임자샐러드, 파래김구이, 배추김치","[채움] (뚝)닭곰탕&당면사리, 잡곡밥, 해물동그랑땡전, 새송이호박볶음, 브로콜리&다시마초회, 깍두기"
"[채움] (뚝)순대국밥&소면사리, 잡곡밥, 두부무조림, 어묵비엔나케찹볶음, 오이생채, 깍두기","[채움] 오븐김치치즈볶음밥, 순살돈까스*소스, 우동국물, 떡볶이, 청포도푸딩, 배추김치","[채움] 추억의 도시락, 꼬치어묵우동, 김말이매콤강정, 단무지, 배추김치","[채움] (뚝)고구마닭갈비, 잡곡밥, 홍합살미역국, 군만두*초간장, 실곤약야채무침, 배추김치","[채움] (뚝)참치김치찌개&라면사리, 잡곡밥, 달걀곤약장조림, 고구마크로켓*케찹, 얼갈이겉절이, 깍두기"
"[마루] 눈꽃치즈돈까스&소스, 김치볶음밥*김가루, 유부된장국, 로제파스타, 오이피클*할라피뇨, 요구르트, 깍두기","[마루] 마파두부덮밥, 달걀탕, 유린기샐러드, 물만두찜*초간장, 짜샤이무침, 배추김치","[마루] 반반오므라이스, 새우튀김우동, 치즈떡볶이, 콘샐러드, 단무지, 깍두기","[마루] 파닭with허니머스타드, 참치야채비빔밥, 우동국물, 꽈배기, 치킨무, 요구르트, 배추김치","[마루] 나시고랭&달걀후라이, 양지쌀국수, 사모사*춘권, 양배추콘샐러드&사우전아일랜드D, 황도*후르츠칵테일, 깍두기"
"[채움] (뚝)육개장&당면사리, 잡곡밥, 야채달걀말이, 부들어묵볶음, 모듬묵*새싹양념장, 깍두기","[채움] (뚝)제육고추장불고기, 잡곡밥, 얼갈이된장국, 감자채햄볶음, 양배추쌈*쌈장, 배추김치","[채움] (뚝)고등어추어탕, 잡곡밥, 메밀전병, 삼색달걀찜, 콩나물무침, 깍두기","[채움] 김치순두부찌개, 잡곡밥, 순대야채볶음, 탕수육, 된장깻잎지, 배추김치","[채움] (뚝)부대찌개&라면사리, 잡곡밥, 돈사태떡찜, 능성어튀김, 오이생채, 깍두기"
"[채움] (뚝)안동닭찜*넙적당면, 잡곡밥, 콩나물국, 미트볼케찹조림, 열무된장나물, 배추김치","[채움] (뚝)사골우거지탕, 잡곡밥, 새우까스&타르타르소스, 메추리알연근조림, 연두부*양념장, 깍두기","[채움] (뚝)유부주머니어묵탕, 잡곡밥, 오징어김치전, 만두야채무침, 맛살피망볶음, 배추김치","[채움] (뚝)바지락된장찌개, 잡곡밥, 제육야채볶음, 볼어묵조림, 숙주나물무침, 깍두기","[채움] 가츠동, 유부된장국, 타코야끼, 후랑크소시지케찹볶음, 후르츠마카로니샐러드, 배추김치"
"[마루] 생선까스카레덮밥, 유부된장국, 비엔나파인애플케찹볶음, 꽃맛살메추리알샐러드, 청포도푸딩, 깍두기","[마루] 돈육김치덮밥&달걀후라이, 소고기미역국, 야채튀김, 단호박고구마범벅샐러드, 쥬시쿨, 깍두기","[마루] 타워함박스테이크(함박+해쉬*파인애플), 까르보나라스파게티, 후리가케밥, 크림스프, 멕시칸샐러드, 요구르트, 배추김치","[마루] 제육생야채비빔밥, 우동국물, 꽈배기, 물만두*초간장, 단무지유자치커리무침, 배추김치","[마루] 닭갈비볶음밥&달걀후라이, 얼갈이된장국, 떡강정, 팥춘권튀김, 양배추콘샐러드, 배추김치"
"[채움] (뚝)참치김치찌개&당면사리, 잡곡밥, 닭가슴살간장떡조림, 미역줄기맛살볶음, 청포묵무침, 깍두기","[채움] (뚝)만두전골, 잡곡밥, 너비아니구이*베이비채소, 소시지스크램블에그, 오징어젓갈무침, 깍두기","[채움] 쇠고기콩나물밥&달걀후라이, 삼색수제비국, 두부무조림, 통살새우까스*타르타르소스, 파래김구이, 배추김치","[채움] (뚝)꽃게된장찌개, 잡곡밥, 옛날소시지전, 건파래볶음, 얼갈이나물, 배추김치","[채움] (뚝)돈육고추장불고기, 잡곡밥, 얼갈이된장국, 달걀찜, 숙주나물무침, 배추김치"
"[채움] (뚝)북어채콩나물국, 쌀밥, 메밀전병, 감자채피망볶음, 브로콜리숙회, 깍두기","[채움] (뚝)콩비지찌개, 쌀밥, 동그랑땡전, 실치땅콩조림, 호박새우젓볶음, 깍두기","[채움] (뚝)동태매운탕, 쌀밥, 달걀장조림, 마늘종햄볶음, 열무된장나물, 깍두기","[채움] (뚝)닭곰탕&소면사리, 쌀밥, 순대야채볶음, 돈육땅콩강정, 오이지무침, 깍두기","[채움] (뚝)전주식콩나물해장국*달걀, 쌀밥, 능성어튀김, 새송이호박볶음, 연두부*양념장, 깍두기"
"[마루] 돈까스마요덮밥, 유부된장국, 메추리알떡볶이, 만두&김말이튀김, 쥬시쿨, 배추김치","[마루] 나시고랭&달걀후라이, 탄탄면, 파인애플탕수육, 짜샤이무침, 찐빵+요구르트, 배추김치","[마루] 참치회덮밥, 메밀국수, 핫도그&케찹, 해초야채샐러드, 초생강*락교, 깍두기","[마루] (철판)치즈닭강정, 잔치국수, 후리가케밥, 고구마맛탕, 푸딩, 배추김치","[마루] 잡채덮밥&짜장소스, 달걀대파국, 유린기샐러드, 지마구, 단무지, 배추김치"
"[채움] (뚝)된장찌개, 잡곡밥, 오돈불고기, 야채달걀말이, 유채나물무침, 배추김치","[채움] (뚝)콩비지찌개, 잡곡밥, 생선까스&타르타르소스, 알감자조림, 브로콜리초회, 배추김치","[채움] (뚝)돈까스김치나베, 쌀밥, 유부된장국, 두부달걀전*양념장, 마늘쫑양념무침, 깍두기","[채움] (뚝)등뼈감자탕, 잡곡밥, 부들어묵조림, 호박맛살볶음, 상추겉절이, 깍두기","[채움] (뚝)순두부찌개&계란탁, 쌀밥, 동그랑땡전, 흑임자무나물, 얼걸이된장나물, 배추김치"
