"[Dam-A] 뚝배기참치김치찌개, 광동식탕수육, 계란찜, 미역줄기볶음, 깍두기, 수수밥","[Dam-A] 황태해장국, 데리야끼제육강정&대파, 두부구이*양념장, 오이지무침, 포기김치, 차조밥","[Dam-A] (뚝)콩불비빔밥, 쇠고기미역국, 미니돈가스&케찹, 참나물유자무침, 포기김치, 바나나1/2","[Dam-A] (뚝)순두부찌개, 꽁치한마리구이, 매운잡채, 숙주삼색나물, 포기김치, 흑미밥","[Dam-A] 뚝배기설렁탕&소면, 제육김치볶음&온두부, 볼어묵곤약조림, 치커리생채, 깍두기, 기장밥"
"[Pangeos] 오므라이스&떡갈비, 짬뽕국수, 참치펜네, 미역줄기볶음, 포기김치, 사과&요거트푸딩","[Pangeos] 그릴소시지플레이트, 김치볶음밥&김가루, 미니유부우동, 피클&할라피뇨, 마카로니샐러드, 요구르트","[Pangeos] 순살치킨&양파채&허니머스타드, 호박칼국수, 김가루밥, 콘샐러드, 산고추지, 바나나1/2","[Pangeos] 슈니첼&레몬&베이비채소, 매콤알리오올리오, 팽이장국, 후리가케밥, 감자튀김&케찹, 화인쿨","[Pangeos] 떡갈비스테이크&계란후라이, 잔치국수, 후리가케밥, 그린샐러드&드레싱, 피클&할라피뇨, 요구르트"
"[Pangeos] 뚝배기날치알밥, 꼬치어묵우동, 매콤떡볶이, 산고추지, 깍두기, 건빵튀김","[Dam-A] 뚝배기닭볶음탕, 시래기된장국, 사각어묵볶음, 오이부추무침, 포기김치, 완두콩밥","[Dam-A] (뚝)쇠고기육개장, 산적데리야끼조림, 계란말이, 양념깻잎지, 포기김치, 통밀밥","[Dam-A] 철판치즈닭갈비, 콩나물국, 동그랑땡계란전, 오이미역초무침, 포기김치, 차조밥","[Dam-A] 뚝배기냉이된장찌개, 돈육숙주굴소스볶음, 후랑크피망볶음, 무말랭이고춧잎무침, 포기김치, 현미밥"
,"[Pangeos] 순살돈가스&베이비채소, 크림소스스파게티, 팽이버섯미소장국, 후리가케밥, 피클&할라피뇨, 화인쿨","[Pangeos] 코던블루&베이비채소, 미트소스스파게티, 크림스프, 추가밥, 피클&할라피뇨, 새우칩","[Pangeos] 바싹불고기샐러드비빔밥, 온모밀, 사모사튀김, 단호박샐러드, 포기김치, 미니호빵",
"[Dam-A] 철판오삼불고기&파채, 시금치된장국, 볼어묵곤약조림, 콩나물무침, 포기김치, 보리밥","[Dam-A] 철판단호박닭갈비, 콩나물맑은국, 두부구이*양념장, 오이부추무침, 포기김치, 차조밥","[Dam-A] (뚝)육개장, 계란말이, 후랑크야채볶음, 브로콜리*초고추장, 포기김치, 기장밥","[Dam-A] 돈육김치찌개, 고갈비구이, 버섯잡채, 간장깻잎지, 깍두기, 통밀밥","[Dam-A] (뚝)날치알밥, 얼갈이된장국, 비엔나떡강정, 숙주삼색나물, 깍두기, 바나나1/2"
"[Pangeos] 치킨커틀렛&눈꽃치즈, 아라비아따스파게티, 크림스프, 김가루밥, 피클&할라피뇨, 사과&요거트푸딩","[Pangeos] 그릴소시지김치필라프, 유부우동, 감자튀김&케찹, 그린샐러드&드레싱, 피클&할라피뇨, 화인쿨","[Pangeos] 카레라이스&돈가스, 잔치국수, 마카로니샐러드, 단무지무침, 포기김치, 요구르트","[Pangeos] 치킨데리야끼마요덮밥, 호박칼국수, 사모사튀김, 오이지무침, 산고추지, 글레이즈드모닝빵","[Pangeos] 슈니첼&레몬&베이비채소, 메콤알리오올리오, 미소장국, 후리가케밥, 피클&할라피뇨, 바나나1/2"
"[Pangeos] 오므라이스&떡갈비조림, 유린만두샐러드, 맑은우동국, 단호박샐러드, 포기김치, 꼬마찐빵","[Dam-A] (뚝)제육간장불고기&당면, 미역국, 야채계란찜, 호박새우젓볶음, 포기김치, 흑미밥","[Dam-A] 뚝배기순두부찌개, 제육데리야끼강정&파채, 부들어묵매콤볶음, 돌나물적채무침, 포기김치, 완두콩밥",[Dam-A] 재직동문회 기말고사 이벤트로 한가지 메뉴만 제공합니다. (재학생 식권 무상제공 이벤트),"[Dam-A] (뚝)사골떡만두국, 메추리알곤약조림, 호박부추전&양념장, 무말랭이고춧잎무침, 포기김치, 쌀밥"
,"[Pangeos] 철판오꼬노미돈가스, 로제파스타, 미소장국, 알옥수수샐러드, 후리가케밥, 피클&할라피뇨","[Pangeos] 코던블루*베이비채소, 야채볶음밥*춘장소스, 크림스프, 메가크런치, 할라피뇨&피클, 새우칩","[Pangeos] 에그떡갈비정식, 미트소스스파게티, 유부장국, 후리가케밥, 양념감자튀김, 피클&할라피뇨, 요구르트",
"[Dam-A] (뚝)김치수제비콩나물국, 파채돈육데리야끼강정, 계란말이, 참나물유자생채, 깍두기, 흑미밥","[Dam-A] (뚝)설렁탕, 꽁치구이&레몬, 후랑크야채볶음, 간장깻잎지, 깍두기, 기장밥","[Dam-A] (뚝)닭볶음탕, 미역국, 두부구이&양념장, 돌나물적채무침, 포기김치, 완두콩밥","[Dam-A] (뚝)산나물볶음밥&계란후라이, 근대된장국, 미니돈가스&케찹, 매운잡채볶음, 깍두기, 바나나","[Dam-A] 뚝배기참치김치찌개, 광동식탕수육, 어묵채볶음, 도토리묵야채무침, 깍두기, 쌀밥"
"[Pangeos] 함박정식(함박+계란F&해쉬), 잔치국수, 추가밥, 콘샐러드, 피클&할라피뇨, 요구르트","[Pangeos] 순살돈가스&눈꽃치즈, 미트소스스파게티, 크림스프, 후리가케밥, 피클&할라피뇨, 화인쿨","[Pangeos] 오므라이스&코코넛새우가스, 교자칼국수, 사모사튀김, 참치펜네, 포기김치, 오렌지","[Pangeos] 치킨커틀렛&단호박, 매콤알리오올리오, 크림스프, 후리가케밥, 피클&할라피뇨, 바나나","[Pangeos] 순살반반치킨&베이비채소, 유부국수, 춘권튀김, 김가루밥, 산고추지, 새우칩"
"[Pangeos] 철판눈꽃치즈닭강정, 굴소스볶음밥, 유부장국, 매콤떡볶이, 포기김치, 새우칩","[Dam-A] 사골우거지해장국, 제육김치볶음*온두부, 동그랑땡전, 오이지무침, 깍두기, 수수밥","[Pangeos] 그릴소시지플레이트, 김치볶음밥&감가루, 유부우동국물, 해초무침, 피클&할라피뇨, 사과푸딩","[Pangeos] 불고기샐러드비빔밥, 미트볼피자치즈오븐구이, 미소장국, 메가크런치, 피클&할라피뇨, 미니호빵","[Dam-A] (뚝)만두전골, 메추리알곤약조림, 호박채전&양념장, 무말랭이무침, 포기김치, 쌀밥"
